Unnamed: 0;lat;long;bm_dens;bm_size;bm_dead
5371;56.94873355;8.943549;0;0;0
5372;56.94872457;8.943549;0;0;0
5373;56.9487156;8.943549;0;0;0
5374;56.94870662;8.943549;0;0;0
5375;56.94869765;8.943549;0;0;0
5376;56.94868867;8.943549;0;0;0
5377;56.94867969;8.943549;0;0;0
5378;56.94867072;8.943549;0;0;0
5379;56.94866174;8.943549;0;0;0
5380;56.94865277;8.943549;0;0;0
5381;56.94864379;8.943549;0;0;0
5382;56.94863482;8.943549;0;0;0
5383;56.94862584;8.943549;0;0;0
5384;56.94861686;8.943549;0;0;0
5385;56.94860789;8.943549;0;0;0
5386;56.94859891;8.943549;0;0;0
5387;56.94858994;8.943549;0;0;0
5388;56.94858096;8.943549;0;0;0
5389;56.94857199;8.943549;0;0;0
5390;56.94856301;8.943549;0;0;0
5391;56.94855403;8.943549;0;0;0
5392;56.94854506;8.943549;0;0;0
5393;56.94853608;8.943549;0;0;0
5394;56.94852711;8.943549;0;0;0
5395;56.94851813;8.943549;0;0;0
5396;56.94850916;8.943549;0;0;0
5397;56.94850018;8.943549;0;0;0
5398;56.9484912;8.943549;0;0;0
5399;56.94848223;8.943549;0;0;0
5400;56.94847325;8.943549;0;0;0
5401;56.94846428;8.943549;0;0;0
5402;56.9484553;8.943549;0;0;0
5403;56.94844633;8.943549;0;0;0
5404;56.94843735;8.943549;0;0;0
5405;56.94842837;8.943549;0;0;0
5406;56.9484194;8.943549;0;0;0
5407;56.94841042;8.943549;0;0;0
5408;56.94840145;8.943549;0;0;0
5409;56.94839247;8.943549;0;0;0
5410;56.9483835;8.943549;0;0;0
5411;56.94837452;8.943549;0;0;0
5412;56.94836555;8.943549;0;0;0
5413;56.94835657;8.943549;0;0;0
5414;56.94834759;8.943549;0;0;0
5415;56.94833862;8.943549;0;0;0
5416;56.94832964;8.943549;0;0;0
5417;56.94832067;8.943549;0;0;0
5418;56.94831169;8.943549;0;0;0
5419;56.94830272;8.943549;0;0;0
5420;56.94829374;8.943549;0;0;0
5421;56.94828476;8.943549;0;0;0
5422;56.94827579;8.943549;0;0;0
5423;56.94826681;8.943549;0;0;0
5424;56.94825784;8.943549;0;0;0
5425;56.94824886;8.943549;0;0;0
5426;56.94823989;8.943549;0;0;0
5427;56.94823091;8.943549;0;0;0
5428;56.94822193;8.943549;0;0;0
5429;56.94821296;8.943549;0;0;0
5430;56.94820398;8.943549;0;0;0
5431;56.94819501;8.943549;0;0;0
5432;56.94818603;8.943549;0;0;0
5433;56.94817706;8.943549;0;0;0
5434;56.94816808;8.943549;0;0;0
5435;56.9481591;8.943549;0;0;0
5436;56.94815013;8.943549;0;0;0
5437;56.94814115;8.943549;0;0;0
5438;56.94813218;8.943549;0;0;0
5439;56.9481232;8.943549;0;0;0
5440;56.94811423;8.943549;0;0;0
5441;56.94810525;8.943549;0;0;0
5442;56.94809627;8.943549;0;0;0
5443;56.9480873;8.943549;0;0;0
5444;56.94807832;8.943549;0;0;0
5445;56.94806935;8.943549;0;0;0
5446;56.94806037;8.943549;0;0;0
5447;56.9480514;8.943549;0;0;0
5448;56.94804242;8.943549;0;0;0
5449;56.94803344;8.943549;0;0;0
5450;56.94802447;8.943549;0;0;0
5451;56.94801549;8.943549;0;0;0
5452;56.94800652;8.943549;0;0;0
5453;56.94799754;8.943549;0;0;0
5454;56.94798857;8.943549;0;0;0
5455;56.94797959;8.943549;0;0;0
5456;56.94797061;8.943549;0;0;0
5457;56.94796164;8.943549;0;0;0
5458;56.94795266;8.943549;0;0;0
5459;56.94794369;8.943549;0;0;0
5460;56.94793471;8.943549;0;0;0
5461;56.94792574;8.943549;0;0;0
5462;56.94791676;8.943549;0;0;0
5463;56.94790778;8.943549;0;0;0
5464;56.94789881;8.943549;0;0;0
5465;56.94788983;8.943549;0;0;0
5466;56.94788086;8.943549;0;0;0
5467;56.94787188;8.943549;0;0;0
5468;56.94786291;8.943549;0;0;0
5469;56.94785393;8.943549;0;0;0
5470;56.94784495;8.943549;0;0;0
5471;56.94783598;8.943549;0;0;0
5472;56.947827;8.943549;0;0;0
5473;56.94781803;8.943549;0;0;0
5474;56.94780905;8.943549;0;0;0
5475;56.94780008;8.943549;0;0;0
5476;56.9477911;8.943549;0;0;0
5477;56.94778213;8.943549;0;0;0
5478;56.94777315;8.943549;0;0;0
5479;56.94776417;8.943549;0;0;0
5480;56.9477552;8.943549;0;0;0
5481;56.94774622;8.943549;0;0;0
5482;56.94773725;8.943549;0;0;0
5483;56.94772827;8.943549;0;0;0
5484;56.9477193;8.943549;0;0;0
5485;56.94771032;8.943549;0;0;0
5486;56.94770134;8.943549;0;0;0
